song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Slow Poke - Single Version,29,180560,0.732,0.756,0.175,2.47E-06,7,0.0737,-15.094,1,0.138,133.907,4,0.783
I'm A Long Gone Daddy,28,169706,0.814,0.554,0.368,0,9,0.241,-11.351,1,0.0352,143.693,4,0.902
You Are My Sunshine,30,168826,0.889,0.835,0.198,0,9,0.461,-10.243,0,0.045,98.261,4,0.711
Steel Guitar Rag,22,130506,0.449,0.739,0.466,1.54E-05,2,0.0835,-13.419,1,0.032,124.18,4,0.947
Kentucky Waltz,33,166160,0.866,0.568,0.196,0.129,2,0.229,-13.042,1,0.0325,123.302,3,0.565
I Saw The Light,36,163240,0.945,0.599,0.287,3.53E-05,7,0.376,-11.271,1,0.0255,102.656,4,0.563
Room Full of Roses,24,153373,0.837,0.556,0.243,0.000122,10,0.0795,-15.507,1,0.0312,89.933,4,0.439
Cherokee Maiden,25,173693,0.758,0.664,0.538,0.0185,9,0.0674,-12.73,1,0.0687,112.304,4,0.668
Walking The Floor Over You - 1941 Edit,22,159266,0.841,0.877,0.228,8.54E-06,0,0.0654,-13.273,1,0.0617,114.503,4,0.888
"So, Round, So Firm, So Fully Packed",24,178226,0.988,0.683,0.185,0.101,3,0.0903,-15.299,1,0.173,192.298,4,0.925
I Love You So Much It Hurts,21,161933,0.906,0.433,0.252,3.95E-06,9,0.13,-14.077,1,0.027,90.78,3,0.329
Lovesick Blues - Single Version,36,165240,0.952,0.764,0.22,2.16E-06,0,0.161,-13.096,1,0.0544,126.164,4,0.688
Mule Train,25,183893,0.281,0.697,0.182,0.00693,9,0.13,-15.723,0,0.0603,127.882,4,0.308
Divorce Me C.O.D.,24,135933,0.551,0.611,0.422,1.06E-06,5,0.0675,-12.797,1,0.0733,193.921,4,0.881
Pistol Packin' Mama - Single Version,54,182500,0.784,0.646,0.273,0,7,0.1,-14.194,1,0.214,200.382,4,0.897
Roly-Poly,28,148733,0.773,0.755,0.523,0.00113,7,0.191,-12.045,1,0.165,126.734,4,0.883
"Cold, Cold Heart - Single Version",39,163053,0.885,0.583,0.232,0,2,0.15,-8.386,1,0.034,113.491,4,0.517
Sixteen Tons,33,177626,0.618,0.798,0.312,0,11,0.144,-16.142,0,0.075,135.395,4,0.388
Worried Mind,22,171240,0.973,0.677,0.293,0.0519,5,0.132,-10.6,1,0.0383,70.571,4,0.733
Deck Of Cards,25,185533,0.986,0.579,0.194,0.0281,3,0.129,-21.411,1,0.83,74.209,4,0.638
Honky Tonkin',28,165640,0.591,0.602,0.523,2.99E-06,11,0.0944,-8.344,1,0.0325,161.527,5,0.85
"Too Late To Worry, Too Blue To Cry",22,163056,0.893,0.742,0.351,0.116,7,0.136,-14.295,0,0.0552,181.978,4,0.966
Texas Playboy Rag,23,156706,0.878,0.853,0.532,0.491,2,0.134,-8.312,1,0.0418,111.727,4,0.973
Anytime - Remastered,26,172586,0.957,0.707,0.163,4.59E-06,0,0.0988,-12.704,1,0.0369,142.451,4,0.519
Tumbling Tumbleweeds,18,185200,0.834,0.363,0.127,0.0799,9,0.102,-16.746,1,0.0347,80.116,4,0.138
Riders In The Sky,26,141946,0.71,0.588,0.37,0,1,0.139,-13.494,0,0.0341,126.409,4,0.739
Deep In the Heart of Texas,31,163560,0.968,0.86,0.307,0.00267,3,0.22,-13.644,1,0.0552,114.806,4,0.964
Mind Your Own Business - Single Version,34,177600,0.9,0.737,0.316,0,4,0.111,-14.106,1,0.0391,140.832,4,0.822
One Kiss Too Many,24,138000,0.938,0.715,0.275,2.04E-05,4,0.396,-11.992,1,0.0477,158.373,4,0.808
There’s A New Moon Over My Shoulder,22,135999,0.984,0.814,0.194,0.6,9,0.103,-17.149,1,0.0405,94.436,4,0.829
Jingle Jangle Jingle,25,157733,0.882,0.903,0.275,0.000103,2,0.448,-13.124,1,0.0675,112.322,4,0.964
My Bucket's Got A Hole In It - Single Version,34,151640,0.78,0.657,0.411,3.87E-05,4,0.127,-9.809,1,0.0294,145.96,4,0.91
Cotton Eyed Joe - Single Version,19,157373,0.979,0.702,0.292,0.269,7,0.29,-11.183,1,0.0482,112.171,4,0.923
Too Old To Cut The Mustard,31,172000,0.761,0.819,0.457,0,2,0.0576,-11.173,1,0.0409,106.091,4,0.805
Canned Heat - Buddha Remastered - 2000,23,152893,0.863,0.732,0.311,0.856,9,0.113,-12.855,1,0.13,124.942,4,0.885
Move It On Over,28,163426,0.938,0.636,0.399,9.00E-05,4,0.117,-9.616,1,0.05,166.983,4,0.924
Bubbles In My Beer - Single Version,19,135706,0.995,0.422,0.294,0.791,0,0.366,-13.664,1,0.0485,171.581,4,0.697
Chattanoogie Shoe Shine Boy,33,169000,0.617,0.74,0.382,0.00549,10,0.116,-15.948,1,0.0563,148.269,4,0.836
Drivin' Nails In My Coffin,22,172906,0.808,0.683,0.448,0,0,0.18,-11.507,1,0.0309,113.424,4,0.645
Columbus Stockade Blues,19,165733,0.977,0.807,0.379,8.43E-05,5,0.0597,-8.774,1,0.0311,93.449,4,0.842
My Window Faces The South,21,128199,0.804,0.737,0.717,0.0114,3,0.159,-10.418,1,0.107,125.952,4,0.845
Candy Kisses - 78 rpm Version,21,172733,0.977,0.609,0.118,0.00304,0,0.113,-15.232,1,0.031,144.128,4,0.629
Ida Red,27,140280,0.477,0.805,0.521,5.14E-06,9,0.246,-7.929,1,0.0587,126.491,4,0.935
Mine All Mine,19,181306,0.889,0.676,0.349,5.59E-05,4,0.0809,-11.258,1,0.0765,185.516,4,0.776
Sioux city sue,19,172800,0.99,0.849,0.113,9.38E-05,4,0.15,-16.883,1,0.156,96.318,4,0.783
Shot-Gun Boogie,27,155160,0.47,0.742,0.327,5.23E-06,7,0.0669,-13.062,1,0.317,174.334,4,0.903
If You've Got the Money I've Got the Time,32,173933,0.737,0.819,0.439,0.000522,7,0.102,-11.729,1,0.0358,105.082,4,0.909
One Has My Name (The Other Has My Heart),21,168160,0.983,0.726,0.0782,0,9,0.196,-14.426,1,0.0322,133.092,4,0.499
Take Me Back To Tulsa,29,154920,0.477,0.731,0.555,1.04E-05,2,0.326,-8.365,1,0.175,136.342,4,0.961
Mexicali Rose,0,168040,0.203,0.676,0.103,0.863,7,0.223,-16.661,1,0.0323,109.644,3,0.687
The Wild Side Of Life,35,164520,0.924,0.596,0.144,0,2,0.219,-10.307,1,0.0298,115.681,4,0.451
Filipino Baby,21,166026,0.968,0.723,0.249,0.000455,9,0.342,-10.896,1,0.0458,94.125,4,0.812
"Wine, Women and Song",19,169795,0.859,0.745,0.315,0.0122,0,0.0811,-11.425,0,0.127,167.86,3,0.936
I'm Movin' On,33,167920,0.769,0.569,0.701,0.000104,2,0.211,-7.404,1,0.0307,97.436,4,0.933
"Blue, Blue Day",40,113240,0.794,0.729,0.486,0,4,0.192,-10.84,1,0.0299,100.161,4,0.978
Be-Bop-A-Lula,50,156306,0.414,0.593,0.537,0,9,0.147,-10.906,1,0.0444,126.071,4,0.843
Chattanoogie Shoe Shine Boy,33,169000,0.617,0.74,0.382,0.00549,10,0.116,-15.948,1,0.0563,148.269,4,0.836
Jambalaya (On The Bayou) - Single Version,53,174933,0.885,0.507,0.188,7.49E-06,7,0.0895,-15.554,1,0.0348,164.279,4,0.872
I Forgot More Than You'll Ever Know - Remastered,36,181506,0.887,0.661,0.288,0,1,0.132,-6.635,1,0.0255,96.513,3,0.417
White Lightning - Single Version,47,165453,0.709,0.626,0.797,1.21E-06,10,0.128,-9.607,1,0.0687,149.483,4,0.955
Hound Dog,71,136026,0.733,0.357,0.756,0.00505,0,0.76,-8.492,1,0.0621,174.797,4,0.95
You Win Again,37,155760,0.674,0.648,0.228,0,4,0.122,-12.684,1,0.0292,114.258,4,0.544
It Wasn't God Who Made Honky Tonk Angels,34,150933,0.701,0.565,0.23,0,9,0.346,-9.772,1,0.0284,137.81,4,0.792
Whole Lotta Shakin' Going On,48,177693,0.664,0.379,0.53,4.45E-06,0,0.14,-11.281,1,0.0313,159.177,4,0.574
I Walk The Line - Single Version,52,163026,0.777,0.863,0.382,0.00103,10,0.109,-14.34,1,0.0464,105.766,4,0.744
"Cold, Cold Heart - Single Version",39,163053,0.885,0.583,0.232,0,2,0.15,-8.386,1,0.034,113.491,4,0.517
Jailhouse Rock,74,146480,0.41,0.647,0.582,1.93E-06,10,0.0715,-9.538,0,0.0755,167.396,4,0.915
Young Love,43,152200,0.752,0.455,0.244,9.52E-06,2,0.0959,-16.097,1,0.041,146.483,3,0.383
There Stands The Glass,38,146666,0.911,0.512,0.256,0,3,0.358,-7.178,1,0.0305,114.972,4,0.718
Salty Dog Rag,35,164762,0.68,0.713,0.583,0,10,0.127,-9.211,1,0.0831,178.991,4,0.851
Don't Be Cruel,64,122893,0.856,0.697,0.55,3.44E-05,2,0.0907,-11.496,1,0.18,84.802,4,0.844
Why Don't You Love Me - Single Version,2,143373,0.532,0.774,0.299,0,7,0.0897,-13.219,1,0.0622,140.481,4,0.963
Crazy Arms,40,152906,0.666,0.506,0.42,0,5,0.204,-9.785,1,0.0334,116.76,4,0.761
Tennessee Stud - Remastered,35,185026,0.71,0.807,0.319,0,5,0.126,-17.234,1,0.0443,94.789,4,0.689
The Battle Of New Orleans,48,151626,0.764,0.703,0.776,0,9,0.0988,-10.983,1,0.139,177.283,4,0.921
Birmingham Bounce,33,171288,0.635,0.83,0.583,2.34E-06,8,0.097,-10.736,1,0.0905,92.377,4,0.873
Kisses Sweeter Than Wine,35,133466,0.957,0.704,0.227,8.02E-05,9,0.0895,-14.351,1,0.0914,85.026,4,0.679
Sixteen Tons,56,158306,0.796,0.693,0.324,0,11,0.246,-15.085,1,0.205,144.14,4,0.382
Great Balls of Fire,50,111240,0.55,0.592,0.627,0,10,0.43,-10.14,1,0.0662,79.567,4,0.909
Wildwood Flower - Instrumental,33,177866,0.597,0.648,0.449,0.896,0,0.0537,-10.971,1,0.0416,117.197,4,0.974
Am I Losing You,39,139733,0.91,0.528,0.121,0.00451,9,0.125,-21.213,1,0.0345,87.834,4,0.38
Heartbreak Hotel,65,127560,0.84,0.696,0.21,1.62E-06,4,0.107,-11.922,1,0.067,93.543,4,0.717
Fraulein,32,161440,0.261,0.745,0.408,0.00321,7,0.112,-9.703,1,0.0368,120.981,4,0.676
Send Me the Pillow You Dream On,46,147440,0.84,0.595,0.308,4.08E-06,3,0.0942,-11.626,1,0.0333,119.755,4,0.624
Always Late (With Your Kisses),27,184040,0.842,0.776,0.198,0,9,0.35,-11.406,1,0.0318,117.755,3,0.567
Hey Joe,31,157146,0.763,0.742,0.503,0,10,0.128,-7.474,1,0.0309,112.825,4,0.856
Singing the Blues,41,145640,0.391,0.546,0.469,0,5,0.091,-8.967,1,0.0289,142.712,4,0.779
All Shook Up,64,117080,0.881,0.624,0.468,6.35E-06,10,0.144,-12.162,1,0.132,74.139,4,0.952
Bye Bye Love,60,142906,0.724,0.547,0.523,0,9,0.103,-9.176,1,0.0572,169.598,4,0.89
The Auctioneer,45,167622,0.452,0.702,0.727,2.39E-06,2,0.352,-9.209,1,0.0451,131.398,4,0.971
I Don't Hurt Anymore - Remastered,31,175266,0.812,0.548,0.349,0,11,0.13,-10.805,1,0.0295,94.379,4,0.702
Gotta Travel On,25,150493,0.822,0.568,0.512,1.14E-05,3,0.0941,-12.223,1,0.0764,177.144,4,0.892
Waterloo,26,148306,0.527,0.345,0.684,0,8,0.359,-9.338,0,0.0311,202.968,4,0.962
Slow Poke,30,178706,0.712,0.637,0.576,0.00884,8,0.101,-12.716,1,0.0373,137.723,4,0.876
Ballad of a Teenage Queen,49,130826,0.583,0.678,0.407,0,3,0.121,-11.037,0,0.055,97.957,4,0.641
Gone,35,129533,0.816,0.641,0.383,2.12E-05,9,0.147,-9.542,1,0.0279,82.536,4,0.608
Invitation to the Blues,32,168106,0.788,0.507,0.358,2.50E-05,3,0.0673,-12.085,1,0.0324,116.489,4,0.814
A White Sport Coat (with Ray Conniff),33,148600,0.811,0.622,0.648,0.000212,1,0.146,-8.825,1,0.0308,114.055,4,0.808
Cattle Call,34,163346,0.918,0.438,0.243,0.000811,3,0.0916,-12.28,1,0.027,78.745,3,0.442
Goin' Steady,31,161533,0.797,0.734,0.309,0,0,0.0883,-8.149,1,0.0344,117.662,4,0.683
Midnight,24,192960,0.823,0.691,0.26,4.80E-06,2,0.102,-14.15,1,0.0297,79.08,4,0.447
In The Jailhouse Now,33,125906,0.896,0.624,0.474,0,4,0.0772,-6.028,1,0.0355,80.548,4,0.811
"Goodnight, Irene",32,181653,0.863,0.669,0.187,0,4,0.339,-12.353,1,0.043,128.878,3,0.517
Blue Suede Shoes,30,136960,0.26,0.531,0.804,0.000877,2,0.272,-3.438,1,0.0383,168.761,4,0.97
"Hey, Good Lookin' - Single Version",52,175333,0.874,0.789,0.25,0,7,0.125,-12.786,1,0.0413,141.076,4,0.87
Hey Joe,26,149360,0.329,0.737,0.611,3.87E-06,2,0.0712,-8.686,1,0.0291,110.107,4,0.646
On Top Of Old Smokey,26,164293,0.861,0.418,0.498,0,11,0.273,-7.275,1,0.0348,167.583,3,0.6
Folsom Prison Blues,53,172026,0.716,0.728,0.679,3.65E-05,5,0.0901,-5.78,1,0.0262,101.601,4,0.869
I Ain't Never - Single Version,29,113640,0.681,0.934,0.651,1.80E-05,11,0.0925,-6.264,1,0.0318,122.587,4,0.962
Half As Much,27,162933,0.895,0.667,0.33,2.87E-05,2,0.119,-9.947,1,0.0302,127.109,4,0.464
Making Believe - 1955 Single Version,26,173800,0.747,0.55,0.257,0,5,0.161,-10.82,1,0.0254,102.787,4,0.471
Four Walls,38,168640,0.848,0.388,0.157,2.41E-05,9,0.309,-15.955,1,0.0291,95.965,3,0.227
I Love You a Thousand Ways,21,163000,0.642,0.675,0.312,0,4,0.0898,-9.351,1,0.0316,127.179,4,0.644
Kaw-Liga - Single Version,39,153693,0.817,0.636,0.382,0,11,0.234,-7.649,0,0.0329,111.216,4,0.69
Honeycomb [Single Version],25,137106,0.608,0.552,0.463,0,2,0.323,-11.568,1,0.106,198.372,4,0.909
Under Your Spell Again,28,160379,0.459,0.586,0.434,1.56E-05,9,0.0606,-6.148,1,0.0302,76.235,4,0.799
Love Me Tender - Mono,39,162133,0.91,0.454,0.0659,5.74E-06,9,0.103,-15.13,1,0.0404,78.135,4,0.282
Honky Tonk Blues - 1952 Single Version,27,130133,0.83,0.776,0.256,3.41E-06,9,0.112,-11.046,1,0.0505,127.867,4,0.772
I Love You Because,26,127746,0.889,0.482,0.257,1.10E-06,5,0.13,-11.482,1,0.0281,97.12,4,0.586
The Wild Side Of Life,35,164520,0.924,0.596,0.144,0,2,0.219,-10.307,1,0.0298,115.681,4,0.451
Why Baby Why - Single Version,35,137760,0.667,0.671,0.606,6.59E-06,7,0.0524,-4.426,1,0.0471,79.403,4,0.921
Indian Love Call,35,190653,0.97,0.242,0.261,0.000253,3,0.1,-7.895,1,0.0335,203.913,4,0.386
Walkin' After Midnight,55,154000,0.806,0.749,0.315,0,0,0.121,-9.159,1,0.0344,134.834,3,0.813
Slow Poke - Single Version,29,180560,0.732,0.756,0.175,2.47E-06,7,0.0737,-15.094,1,0.138,133.907,4,0.783
I'll Sail My Ship Alone,25,132626,0.683,0.751,0.411,0,2,0.0934,-10.854,1,0.0308,93.939,4,0.967
I Can't Help It (If I'm Still In Love With You) - Single Version,30,143200,0.728,0.671,0.29,0,4,0.318,-6.781,1,0.0368,115.991,4,0.608
Honky Tonk Man,30,130933,0.516,0.525,0.622,0,4,0.505,-10.18,1,0.0367,135.816,4,0.965
Wake Up Little Susie,61,123520,0.318,0.709,0.62,0,2,0.0426,-9.382,1,0.034,93.723,4,0.936
I Can't Stop Loving You,34,154440,0.946,0.595,0.289,8.98E-05,11,0.246,-11.768,1,0.0292,83.428,4,0.505
"Blues, Stay Away From Me",28,174693,0.925,0.631,0.339,0.471,3,0.106,-9.796,1,0.0249,103.224,4,0.6
Rebel Rouser,52,153533,0.789,0.388,0.434,0.954,7,0.728,-11.997,1,0.0354,206.313,4,0.873
My Special Angel,40,179293,0.824,0.478,0.29,0,1,0.114,-8.591,1,0.0243,79.111,4,0.375
Heartaches By The Number,37,176626,0.639,0.515,0.603,0,10,0.121,-6.246,1,0.0318,127.151,4,0.892
Your Cheatin' Heart - Single Version,47,163506,0.947,0.666,0.129,4.59E-06,0,0.333,-17.21,1,0.0322,128.054,4,0.562
Alabama Jubilee,20,167906,0.231,0.801,0.607,6.51E-05,0,0.315,-13.441,1,0.0596,125.263,4,0.908
(Let Me Be Your) Teddy Bear,38,107186,0.83,0.628,0.399,0,0,0.353,-12.447,1,0.18,87.807,4,0.924
City Lights,31,179600,0.891,0.326,0.495,0,10,0.241,-10.839,1,0.0386,109.915,4,0.723
Oh Lonesome Me,34,149026,0.793,0.672,0.731,2.50E-06,10,0.0687,-10.139,1,0.0343,102.98,4,0.943
Too Old To Cut The Mustard,31,172000,0.761,0.819,0.457,0,2,0.0576,-11.173,1,0.0409,106.091,4,0.805
Big River,51,151426,0.854,0.632,0.559,0.000103,5,0.127,-10.49,1,0.0674,182.942,4,0.884
A Satisfied Mind,28,166040,0.945,0.732,0.243,3.85E-05,4,0.0955,-7.638,1,0.0299,115.14,3,0.432
Just Call Me Lonesome,23,155306,0.812,0.633,0.232,0,7,0.265,-11.325,1,0.0314,121.855,4,0.622
If You've Got the Money I've Got the Time - 78rpm Version,37,179306,0.83,0.545,0.392,9.41E-05,2,0.0903,-10.091,1,0.0481,208.426,4,0.951
Don't Take Your Guns to Town,52,182666,0.864,0.629,0.204,0,10,0.0863,-12.619,1,0.075,89.199,3,0.489
If You Ain't Lovin' (You Ain't Livin'),32,142000,0.752,0.625,0.416,0,7,0.0853,-10.282,1,0.0316,149.44,4,0.833
Raunchy,30,144826,0.764,0.506,0.742,0.767,2,0.0854,-5.796,1,0.03,76.353,4,0.731
The Three Bells,27,169573,0.893,0.47,0.159,0,7,0.124,-14.795,1,0.0403,106.488,4,0.418
"Cry, Cry, Cry - Long Version",30,183000,0.779,0.783,0.615,0.000324,5,0.153,-10.7,1,0.0754,104.663,4,0.9
How's the World Treating You,26,176600,0.952,0.528,0.168,0.000151,2,0.289,-12.053,1,0.0305,82.83,4,0.39
El Paso,62,259306,0.835,0.654,0.452,2.89E-05,2,0.16,-9.709,1,0.03,106.662,3,0.691
Forever And Always,0,148093,0.589,0.66,0.115,4.47E-06,7,0.193,-13.591,1,0.0274,96.671,4,0.395
Mockin' Bird Hill,5,136612,0.923,0.581,0.278,0,1,0.224,-11.037,1,0.0442,166.52,3,0.773
A Boy Named Sue - Live Version,47,225266,0.758,0.688,0.445,0,10,0.71,-11.974,1,0.198,101.636,4,0.92
Green Green Grass of Home,45,178266,0.651,0.679,0.202,0.000722,3,0.117,-17.938,1,0.0295,95.89,4,0.591
Last Date - Instrumental,45,146760,0.858,0.615,0.306,0.958,0,0.15,-12.026,1,0.0289,103.818,3,0.613
Blue Kentucky Girl,44,160626,0.71,0.714,0.346,0.00232,11,0.0998,-11.666,1,0.0371,113.264,4,0.57
The Image of Me,46,177333,0.338,0.557,0.438,8.17E-06,9,0.136,-6.034,1,0.0268,87.895,3,0.45
We'll Get Ahead Someday,44,117053,0.333,0.68,0.404,0,11,0.114,-12.732,1,0.0307,82.02,4,0.917
Jackson (with June Carter Cash),43,166266,0.552,0.707,0.483,0.000143,0,0.388,-9.929,1,0.0371,128.32,4,0.79
It's Such A Pretty World Today,43,150093,0.854,0.622,0.344,0,4,0.31,-12.833,1,0.0396,118.377,4,0.673
Wine Me Up,43,144120,0.133,0.547,0.254,8.24E-05,9,0.263,-16.548,1,0.0461,139.65,4,0.903
The Race Is On,44,126533,0.454,0.465,0.674,0,9,0.233,-8.318,1,0.0833,171.246,4,0.923
Almost Persuaded,43,176360,0.861,0.251,0.338,0,8,0.144,-11.897,1,0.0382,81.642,3,0.353
Timber I'm Falling,41,152800,0.526,0.757,0.701,4.84E-05,4,0.121,-7.345,1,0.0347,112.947,4,0.884
Wichita Lineman - Remastered,59,186200,0.326,0.192,0.392,0.000199,5,0.248,-11.667,1,0.0328,172.312,4,0.391
I Don't Wanna Play House,44,154626,0.806,0.546,0.258,1.06E-05,7,0.165,-12.894,1,0.0317,100.683,4,0.464
The Streets of Baltimore,42,157640,0.629,0.578,0.447,0,4,0.19,-14.212,1,0.032,116.128,4,0.808
Branded Man - Remastered,40,186800,0.386,0.731,0.465,0,2,0.0854,-8.133,1,0.03,120.877,4,0.519
Don't Worry,44,193422,0.879,0.648,0.165,0.000216,4,0.13,-16.446,1,0.0348,99.585,4,0.435
Lonesome 7-7203,39,166053,0.812,0.616,0.332,0.000401,9,0.332,-13.455,1,0.0319,115.88,4,0.662
Yesterday When I Was Young,42,200240,0.555,0.328,0.365,0,2,0.146,-13.772,0,0.0582,178.103,4,0.344
The Carroll County Accident,38,169200,0.346,0.643,0.504,0,7,0.247,-11.231,1,0.0395,91.688,4,0.705
Homecoming - Single Version,40,201000,0.943,0.638,0.301,0.00705,11,0.13,-17.691,1,0.0474,122.767,4,0.676
Act Naturally,55,143693,0.336,0.552,0.474,0,7,0.173,-6.847,1,0.0275,92.156,4,0.7
Does My Ring Hurt Your Finger,41,137493,0.649,0.454,0.326,0,11,0.129,-11.214,1,0.0283,107.64,4,0.708
Skip a Rope,42,160784,0.608,0.623,0.51,0.00267,6,0.0699,-13.092,0,0.0374,145.604,4,0.54
Gentle On My Mind - Remastered,54,178626,0.189,0.597,0.415,0,3,0.123,-13.799,1,0.0323,108.987,4,0.826
Big Bad John,55,182560,0.596,0.516,0.457,0,8,0.106,-12.609,1,0.184,173.934,4,0.455
Honey - 1991 - Remaster,56,239066,0.21,0.5,0.189,3.08E-05,7,0.129,-17.563,1,0.0307,93.259,4,0.587
Six Days On The Road,35,134706,0.666,0.701,0.565,4.66E-06,7,0.356,-10.715,1,0.046,90.403,4,0.913
Sea of Heartbreak,40,151773,0.37,0.594,0.48,9.04E-05,7,0.33,-12.03,1,0.0351,91.18,4,0.799
Bright Lights and Country Music,9,161413,0.0985,0.669,0.407,2.20E-05,9,0.1,-11.588,1,0.0284,135.367,4,0.69
Ring of Fire,63,155706,0.267,0.661,0.517,0.000158,7,0.431,-8.004,1,0.0269,104.563,4,0.676
Don't You Ever Get Tired of Hurting Me,38,168240,0.661,0.372,0.184,0.361,7,0.207,-16.772,1,0.031,83.535,4,0.541
Make the World Go Away,40,157826,0.926,0.214,0.215,9.33E-05,1,0.121,-11.312,1,0.0318,205.359,3,0.477
Still - Single Version,36,166973,0.638,0.551,0.146,0.0111,8,0.203,-18.9,1,0.0488,94.497,4,0.297
Ode To Billie Joe,53,255001,0.721,0.637,0.189,0,7,0.0939,-10.726,1,0.0471,120.142,4,0.695
Don't Let Me Cross Over,37,177106,0.871,0.59,0.188,0,7,0.0877,-12.253,1,0.0302,113.907,3,0.521
"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",69,156426,0.0215,0.594,0.577,0.00792,0,0.883,-12.772,1,0.0534,110.783,4,0.89
Pop a Top,40,140306,0.687,0.524,0.497,5.66E-06,9,0.175,-10.824,1,0.0372,118.263,4,0.913
Above And Beyond,39,148000,0.597,0.52,0.525,0,8,0.0847,-7.449,1,0.0412,147.601,5,0.743
Statue of a Fool,36,181106,0.845,0.474,0.249,0.00437,10,0.129,-14.124,1,0.0346,110.078,3,0.216
D-I-V-O-R-C-E,41,175253,0.836,0.619,0.33,0,9,0.154,-11.332,1,0.0295,99.353,4,0.602
Once a Day,21,138146,0.221,0.492,0.334,0,6,0.0852,-10.458,1,0.0305,136.547,4,0.692
The End of the World,58,157573,0.936,0.232,0.216,4.93E-06,10,0.246,-10.674,1,0.0314,94.268,3,0.432
Dang Me,46,102400,0.705,0.564,0.378,0.000716,9,0.0723,-14.468,1,0.168,197.325,4,0.687
Fist City,43,132447,0.711,0.657,0.558,0,0,0.334,-8.736,1,0.0413,77.849,4,0.906
Hello Walls,36,142626,0.775,0.596,0.327,0,0,0.232,-11.569,1,0.0319,102.198,4,0.65
Walk Through This World With Me,36,137960,0.449,0.435,0.295,0.000265,7,0.11,-9.043,1,0.0276,94.292,4,0.49
Standing In The Shadows,31,189573,0.906,0.512,0.295,0.0131,2,0.141,-14.377,1,0.0344,97.955,4,0.579
500 Miles Away from Home,47,162506,0.659,0.519,0.374,6.88E-06,7,0.644,-13.115,1,0.0314,109.253,4,0.521
Chug-A-Lug,44,123360,0.69,0.699,0.408,0.000219,11,0.145,-11.46,1,0.096,171.922,4,0.842
(That's What You Get) For Lovin' Me,37,146133,0.664,0.608,0.684,2.94E-06,4,0.0897,-9.806,1,0.0419,89.074,4,0.873
I've Got A Tiger By The Tail - 2006 Remastered Version,49,133866,0.595,0.701,0.497,3.12E-05,4,0.118,-10.05,1,0.0316,96.513,4,0.963
Mama Tried,37,134453,0.719,0.738,0.538,1.35E-05,2,0.0653,-10.118,1,0.0374,97.487,4,0.81
Send Me The Pillow You Dream On,38,173960,0.703,0.334,0.31,1.27E-05,2,0.279,-9.126,1,0.0295,109.171,4,0.48
Harper Valley P.T.A.,48,194400,0.629,0.795,0.448,0,4,0.0659,-13.427,1,0.0444,122.318,4,0.96
One in a Row,31,152986,0.724,0.545,0.194,0.000191,10,0.193,-10.909,1,0.0279,96.515,4,0.515
The Bottle Let Me Down,41,168466,0.552,0.705,0.451,0.000845,2,0.118,-8.469,1,0.0275,125.86,4,0.704
I've Been Everywhere - Remastered,38,164640,0.551,0.449,0.537,0.000148,6,0.412,-13.138,1,0.0392,119.689,4,0.961
Just Between You and Me,32,134786,0.618,0.527,0.439,0,6,0.345,-11.593,1,0.0323,110.195,4,0.659
(Margie's At) The Lincoln Park Inn,33,198733,0.724,0.364,0.318,0.000234,2,0.151,-13.345,1,0.0308,131.155,3,0.525
You Ain't Woman Enough,38,132320,0.488,0.673,0.44,0,8,0.0653,-10.761,1,0.0935,75.239,4,0.845
Ballad Of Forty Dollars,32,183400,0.334,0.6,0.843,0,2,0.346,-7.489,1,0.0462,115.081,4,0.866
Daddy Sang Bass,53,140440,0.699,0.681,0.638,0.000629,4,0.0581,-7.818,1,0.0367,96.882,4,0.677
A Six Pack To Go,32,129360,0.489,0.67,0.413,0.00251,9,0.119,-14.734,1,0.18,165.823,4,0.593
Don't Come Home A-Drinkin' (With Lovin' On Your Mind),29,127520,0.743,0.747,0.563,2.68E-06,1,0.144,-8.47,1,0.0642,83.311,4,0.942
The Cold Hard Facts of Life,34,192946,0.851,0.516,0.438,0,0,0.403,-11.834,1,0.0321,132.519,4,0.42
Am I Losing You,39,139733,0.91,0.528,0.121,0.00451,9,0.125,-21.213,1,0.0345,87.834,4,0.38
Wings Of A Dove,32,139093,0.54,0.498,0.555,0,4,0.26,-11.577,1,0.0468,184.891,3,0.888
Little Green Apples - Single Version,35,157960,0.879,0.506,0.182,0.0892,0,0.134,-17.9,1,0.0552,101.797,4,0.398
Abilene,39,133333,0.445,0.63,0.448,1.43E-05,5,0.271,-15.015,1,0.0271,104.024,4,0.753
She Thinks I Still Care - Single Version,40,153333,0.642,0.552,0.362,0,11,0.124,-9.847,1,0.0297,115.023,4,0.639
Welcome to My World,56,152600,0.725,0.341,0.252,0.0594,3,0.287,-14.869,1,0.0288,81.058,4,0.399
"Saginaw, Michigan",32,182573,0.878,0.596,0.366,0.00263,10,0.23,-14.933,1,0.0325,145.717,4,0.853
Burning Memories - Single Version,32,149200,0.899,0.32,0.297,0.000738,7,0.347,-15.054,0,0.0357,102.12,4,0.445
Take Me,37,140733,0.863,0.427,0.209,0,9,0.103,-13.851,1,0.0308,102.668,3,0.333
